name,latitude,longitude,state,lga,care_level,category,functional_status
Akpuuna Child Health Center,7.571801521,9.683717872,Benue,Ukum,primary,Primary Health Center,Functional
Tornajime Child Health Center,7.519673733,9.622597689,Benue,Ukum,primary,Primary Health Center,Functional
Tsaunba Primary Health Center,7.118143647,9.021399512,Benue,Ushongo,primary,Primary Health Center,Functional
Ubonav Primary Health Center,6.890850456,9.23064536,Benue,Kwande,primary,Primary Health Center,Functional
Natu Primary Health Center,6.759398972,9.173847882,Benue,Vandeikya,primary,Primary Health Center,Functional
Afia Nkst Health Center,7.75935,9.49938,Benue,Ukum,primary,Primary Health Center,Functional
Eagle Optical Service Ikampo,7.612781667,7.873636667,Benue,Apa,primary,Primary Health Center,Functional
Ogwumogbo Health Post,8.005325698,7.697635648,Benue,Agatu,primary,Dispensary,Functional
Idada Primary Health Center,7.55788827,7.91179418,Benue,Apa,primary,Primary Health Center,Functional
Ikobi Primary Health Center,7.745015178,7.999145087,Benue,Agatu,primary,Primary Health Center,Functional
Ukyongo Health Center,7.645488454,8.085460353,Benue,Gwer West,primary,Primary Health Center,Functional
Kwarko Health Post,11.05950333,9.986733333,Jigawa,Gwaram,primary,Dispensary,Functional
Igle Local Government Health Post,7.040481912,7.855609919,Benue,Okpokwu,primary,Dispensary,Functional
Obena Primary Health Center,7.475758853,8.015380292,Benue,Oturkpo,primary,Primary Health Center,Functional
Tse Kyina Primary Health Center,7.593713125,8.814713149,Benue,Tarka,primary,Primary Health Center,Functional
Aterayange Primary Health Center,7.741006918,9.594926588,Benue,Ukum,primary,Primary Health Center,Functional
Ikot Udo Health Post,5.040246667,7.530495,Abia,Ukwa East,primary,Dispensary,Functional
Atibulum Health Post,6.760746667,9.001396667,Benue,Konshisha,primary,Dispensary,Functional
Atiambi Health Post,6.776986667,8.999786667,Benue,Konshisha,primary,Dispensary,Functional
Igwebuike Clinic,5.394073333,7.381098333,Abia,Isiala-Ngwa North,primary,Primary Health Center,Functional
The Good Shepherd Hospital and Maternity,6.4455533,7.3100667,Enugu,Ezeagu,primary,Maternity Home,Functional
Danhalili Health Center,12.4891767,8.7598567,Jigawa,Babura,primary,Primary Health Center,Functional
Gangare Basic Health Center,12.55015814,8.342457569,Jigawa,Roni,primary,Primary Health Center,Functional
Gana Health Post,12.4074333,8.79651,Jigawa,Babura,primary,Dispensary,Functional
Innakawa Health Post,11.2075,9.864188333,Jigawa,Gwaram,primary,Dispensary,Functional
Bare Bari Health Clinic,11.27984333,9.879768333,Jigawa,Gwaram,primary,Primary Health Center,Functional
Jigawar Kurma Health Post,11.78030833,9.50677,Jigawa,Kiyawa,primary,Dispensary,Functional
Ahoto Primary Health Center,11.6474593,9.7338246,Jigawa,Buji,primary,Primary Health Center,Functional
Majawa Health Post,12.15531,10.03186,Jigawa,Kafin Hausa,primary,Dispensary,Functional
Dawan Gawo Primary Health Center,12.7977788,8.5589334,Jigawa,Yankwashi,primary,Primary Health Center,Functional
Addani Health Post,12.7266426,8.5603517,Jigawa,Yankwashi,primary,Dispensary,Functional
Zumburin Health Center,10.95198833,10.17449667,Jigawa,Gwaram,primary,Primary Health Center,Functional
Kijin Primary Health Clinic,11.017845,10.134475,Jigawa,Gwaram,primary,Primary Health Center,Functional
Kutu Primary Health Center,9.0227184,7.8760675,Nasarawa,Karu,primary,Primary Health Center,Functional
Zakum Sarki Primary Health Center,8.722298333,7.724388333,Nasarawa,Karu,primary,Primary Health Center,Functional
Abuni Primary Health Center,8.189316667,9.044833333,Nasarawa,Awe,primary,Primary Health Center,Functional
Barmo Cement Primary Health Center,9.0371,8.578276667,Nasarawa,Wamba,primary,Primary Health Center,Functional
Mdg Akunza Primary Health Center,8.4695608,8.6000125,Nasarawa,Lafia,primary,Primary Health Center,Functional
Ishoho Primary Health Center,8.298705,8.828083333,Nasarawa,Obi,primary,Primary Health Center,Functional
Anjiakolo Primary Health Center,8.6172346,8.3059857,Nasarawa,Nasarawa Egon,primary,Primary Health Center,Functional
New Koya Primary Health Center,8.543348333,7.910916667,Nasarawa,Nasarawa,primary,Primary Health Center,Functional
Ongre Onde Primary Health Center,8.8405626,8.4230582,Nasarawa,Nasarawa Egon,primary,Primary Health Center,Functional
Water Board Primary Health Center,8.916671667,8.282166667,Nasarawa,Akwanga,primary,Primary Health Center,Functional
Dankan Bako Primary Health Center,8.6109561,8.4950187,Nasarawa,Lafia,primary,Primary Health Center,Functional
Luvu Primary Health Center,9.028275,7.679775,Nasarawa,Karu,primary,Primary Health Center,Functional
Risha Primary Health Center,8.981046667,8.287961667,Nasarawa,Akwanga,primary,Primary Health Center,Functional
Garaku Primary Health Center,8.852655,8.131378333,Nasarawa,Kokona,primary,Primary Health Center,Functional
Koya Primary Health Center,8.988633333,7.75059,Nasarawa,Karu,primary,Primary Health Center,Functional
Kawo Primary Health Center,8.76765,7.842175,Nasarawa,Keffi,primary,Primary Health Center,Functional
Doma Town Primary Health Center,8.39147,8.355253333,Nasarawa,Doma,primary,Primary Health Center,Functional
Alawagana Primary Health Center,8.6224644,8.7725183,Nasarawa,Lafia,primary,Primary Health Center,Functional
Embugu Primary Health Center,8.8610642,8.3927433,Nasarawa,Nasarawa Egon,primary,Primary Health Center,Functional
Karmo Primary Health Center,8.4966124,7.4896284,Nasarawa,Nasarawa,primary,Primary Health Center,Functional
Tukuru Primary Health Center,8.135966667,7.14599,Nasarawa,Toto,primary,Primary Health Center,Functional
Mudu Primary Health Center,8.479326667,8.276871667,Nasarawa,Doma,primary,Primary Health Center,Functional
Anyi Walagen Primary Health Center,8.90928,8.40129,Nasarawa,Akwanga,primary,Primary Health Center,Functional
Akanga Primary Health Center,8.2984692,8.5622883,Nasarawa,Obi,primary,Primary Health Center,Functional
Ogwugu Agu Primary Health Center Ogidi,6.137851667,6.917296667,Anambra,Idemili North,primary,Primary Health Center,Functional
Kugba Ajagbe Health Center,7.36104,3.597926667,Ogun,Odeda,primary,Primary Health Center,Functional
Abule Oloni Primary Health Center,7.15829,3.362823333,Ogun,Abeokuta South,primary,Primary Health Center,Functional
Odan Ijaiye Model Primary Health Center,6.551087,2.8310367,Ogun,Ipokia,primary,Primary Health Center,Functional
Igbari Ake Health Post,7.15293,3.563013333,Ogun,Obafemi Owode,primary,Dispensary,Functional
Sati Ikov Primary Health Care,7.032923333,9.348681667,Benue,Kwande,primary,Primary Health Center,Functional
Idoko Enu Ollo Primary Health Care Center,7.094058333,7.831491667,Benue,Okpokwu,primary,Primary Health Center,Functional
Tyo Ado Primary Health Care Center,7.461125,8.655676667,Benue,Gboko,primary,Primary Health Center,Functional
Lifebay Hospital,6.500318333,3.198808333,Lagos,Ojo,primary,Primary Health Center,Functional
Arochukwu Health Post,5.52272,7.512916667,Abia,Umuahia North,primary,Dispensary,Functional
Odo Eku Community Health Center,8.33211333333,4.97681,Kwara,Isin,primary,Primary Health Center,Functional
Alla Local Government Health Center,8.271415,4.95283166667,Kwara,Isin,primary,Primary Health Center,Functional
Ijegun Primary Health Care,6.514031667,3.251741667,Lagos,Alimosho,primary,Primary Health Center,Functional
Nibo Basic Health Center,6.183635,7.0797317,Anambra,Awka South,primary,Primary Health Center,Functional
Modern Health Center Orebe Amansea,6.270513333,7.123383333,Anambra,Awka North,primary,Primary Health Center,Functional
Out Oyibo Health Care Umerum,6.458116667,6.99953,Anambra,Ayamelum,primary,Primary Health Center,Functional
Nneogidi Agulu Primary Health Care Center,6.13137,7.046008333,Anambra,Awka South,primary,Primary Health Center,Functional
Abakpu Health Center,6.2164803,6.853976,Anambra,Oyi,primary,Primary Health Center,Functional
Kasada Primary Health Care,8.79953906691,7.38027886825,Federal Capital Territory,Kuje,primary,Primary Health Center,Functional
Akanu Ngwa Model Health Center,4.9995927,7.3695481,Abia,Ugwunagbo,primary,Primary Health Center,Functional
Ohuru Health Center and Maternity,4.980685,7.35835,Abia,Ukwa East,primary,Maternity Home,Functional
Okoko Maternity,5.736755,7.632158333,Abia,Bende,primary,Maternity Home,Functional
Amaokwe Item Maternity,5.753426667,7.66843,Abia,Bende,primary,Maternity Home,Functional
Ihie Autonomous Community Health Center,5.984586667,7.421476667,Abia,Umu-Nneochi,primary,Primary Health Center,Functional
Aza Maternal and Child Health Clinic,5.07769,7.389236667,Abia,Aba North,primary,Primary Health Center,Functional
Ntalagwu Oboro Health Center,5.393416667,7.535403333,Abia,Ikwuano,primary,Primary Health Center,Functional
Ogbuligba Primary Health Center,5.106651667,7.323131667,Abia,Osisioma Ngwa,primary,Primary Health Center,Functional
Mgbarakuma Health Post,5.472966667,7.428821667,Abia,Umuahia South,primary,Dispensary,Functional
Lekwesi Obiagu Comprehensive Health Center,5.960873333,7.459581667,Abia,Umu-Nneochi,primary,Comprehensive Health Center,Functional
Okwoyi Health Center,5.553778333,7.550706667,Abia,Umuahia North,primary,Primary Health Center,Functional
Amoji Lodu Primary Health Center,5.624031667,7.52906,Abia,Bende,primary,Primary Health Center,Functional
Amavo Ukwu Health Post,5.276715,7.342318333,Abia,Osisioma Ngwa,primary,Dispensary,Functional
Umukalu Health Post,4.92501,7.277711667,Abia,Ukwa West,primary,Dispensary,Functional
St Jude Health Post,5.07628,7.336895,Abia,Aba South,primary,Dispensary,Functional
Ubandoma Health Post,9.602399,12.0145,Adamawa,Numan,primary,Dispensary,Functional
Obikwesu Health Center,5.301661667,7.38865,Abia,Isiala-Ngwa South,primary,Primary Health Center,Functional
Umuokennunu Health Center,5.053711667,7.344951667,Abia,Aba South,primary,Primary Health Center,Functional
Ahiaba Health Post,5.139066667,7.388793333,Abia,Obi Nwga,primary,Dispensary,Functional
Obeaja Health Center,5.0041801,7.3499496,Abia,Ugwunagbo,primary,Primary Health Center,Functional
Obinetiti Health Post,6.3201,6.868641667,Anambra,Anambra East,primary,Dispensary,Functional
Ohiyinta Primary Health Center,5.728053333,7.554633333,Abia,Bende,primary,Primary Health Center,Functional
Usaka Eleogu Community Health Post,5.326143333,7.515298333,Abia,Isiala-Ngwa North,primary,Dispensary,Functional
Ikwuano General Hospital,5.421801667,7.5591,Abia,Ikwuano,secondary,General Hospital,Functional
Bukola Saraki Dispensary and Maternity,8.43012333333,4.435385,Kwara,Asa,primary,Maternity Home,Functional
Dongari Health Post,8.49245666667,4.39014833333,Kwara,Asa,primary,Dispensary,Functional
Ijelu Basic Health Center,7.85895,5.39415,Ekiti,Oye,primary,Primary Health Center,Functional
Eziagulu Otu Agulueri Primary Health Center,6.5139433,6.8643317,Anambra,Anambra East,primary,Primary Health Center,Functional
Umuerum Primary Health Center,6.472508333,7.008308333,Anambra,Ayamelum,primary,Primary Health Center,Functional
Amaugo Health Post,6.085846667,7.08477,Anambra,Orumba North,primary,Dispensary,Functional
Isiegbu Ozuitem Health Center,5.647896667,7.607111667,Abia,Bende,primary,Primary Health Center,Functional
Umule Health Post,5.12055,7.34369,Abia,Aba North,primary,Dispensary,Functional
Umuelemoha Health Post,5.382708333,7.433956667,Abia,Isiala-Ngwa North,primary,Dispensary,Functional
Egbelu Ubi Uratta Health Post,5.358598333,7.329923333,Abia,Isiala-Ngwa North,primary,Dispensary,Functional
Isingwu Ofeme Health Center,5.647453333,7.445558333,Abia,Umuahia North,primary,Primary Health Center,Functional
Usaka Umuofor Health Center,5.281695,7.514158333,Abia,Obi Nwga,primary,Primary Health Center,Functional
Amavo Health Center,5.0356057,7.3097253,Abia,Ugwunagbo,primary,Primary Health Center,Functional
Umuihe Primary Health Care,5.236668333,7.393666667,Abia,Isiala-Ngwa South,primary,Primary Health Center,Functional
Okpojiaku Health Center,5.0954483,7.34616,Abia,Aba South,primary,Primary Health Center,Functional
Ntigha Okpuala Health Post,5.394585,7.400521667,Abia,Isiala-Ngwa North,primary,Dispensary,Functional
Eketa Primary Health Center,5.289535,7.391883333,Abia,Isiala-Ngwa South,primary,Primary Health Center,Functional
Mkpuohia Oba Health Post,4.906478333,7.36027,Abia,Ukwa East,primary,Dispensary,Functional
Asaumuka Health Center,5.047131667,7.32256,Abia,Ugwunagbo,primary,Primary Health Center,Functional
Sagi Health Post,7.368518333,4.467515,Osun,Ife North,primary,Dispensary,Functional
Christian Way Hospital,5.244081667,7.407765,Abia,Isiala-Ngwa South,primary,Private Non Profit,Functional
Standard Ultra Modern Health Center Isiaku Alayi,5.695398333,7.603173333,Abia,Bende,primary,Primary Health Center,Functional
Amapu Ife Primary Healthcare,5.129616667,7.285831667,Abia,Osisioma Ngwa,primary,Primary Health Center,Functional
Umuezeukwu Primary Health Care Center,5.422526667,7.461568333,Abia,Isiala-Ngwa North,primary,Primary Health Center,Functional
Inyila Health Community Post,5.432256667,7.611306667,Abia,Ikwuano,primary,Primary Health Center,Functional
Ckc Health Post,5.104698333,7.365633333,Abia,Aba South,primary,Dispensary,Functional
Ajara Topa Health Post,6.430935,2.884543333,Lagos,Badagry,primary,Dispensary,Functional
Amanyi Health Center,6.76852,7.630765,Enugu,Isi-Uzo,primary,Primary Health Center,Functional
Obollo Nkwo Health Center,6.91016,7.598065,Enugu,Udenu,primary,Primary Health Center,Functional
Ngwo Asaa Dispensary Okwojo Ngwo,6.435295,7.434415,Enugu,Udi,primary,Dispensary,Functional
Idunganran Primary Health Center,6.465576667,3.389626667,Lagos,Lagos Island,primary,Primary Health Center,Functional
Dadiluwi Ilaje Health Center,6.40427466793,3.02915097189,Lagos,Ojo,primary,Primary Health Center,Functional
Bayeku Health Clinic,6.538071667,3.55393,Lagos,Ikorodu,primary,Primary Health Center,Functional
Onala Health Post,6.457396667,3.392335,Lagos,Lagos Island,primary,Dispensary,Functional
Iragbo Iragon Public Health Center,6.5027441,2.9268053,Lagos,Badagry,primary,Primary Health Center,Functional
Oniru Primary Health Center,6.424665,3.452663333,Lagos,Eti Osa,primary,Primary Health Center,Functional
Surulere General Hospital,6.509381667,3.358935,Lagos,Surulere,secondary,General Hospital,Functional
Ijanikin Primary Health Care Center,6.49735,3.118578333,Lagos,Ojo,primary,Primary Health Center,Functional
New Ikeja Hospital,6.603596,3.3472109,Lagos,Ikeja,primary,Primary Health Center,Functional
Arapagi Primary Health Clinic,6.5097007,3.7751647,Lagos,Epe,primary,Primary Health Center,Functional
Okun Ise Health Health Post,6.391355,4.208233333,Lagos,Ibeju Lekki,primary,Dispensary,Functional
Okun Solu Alade Primary Health Center,6.439401667,3.789728333,Lagos,Ibeju Lekki,primary,Primary Health Center,Functional
Obuzor Health Post,5.171758333,7.308058333,Abia,Osisioma Ngwa,primary,Dispensary,Functional
Umuogo Health Post,4.942721667,7.46775,Abia,Ukwa East,primary,Dispensary,Functional
Umuogor Osoke Health Center,5.079965,7.3301,Abia,Aba South,primary,Primary Health Center,Functional
Bende Maternity Home,5.560201667,7.636451667,Abia,Arochukwu,primary,Maternity Home,Functional
Gas Line Health Post,5.097325,7.33378,Abia,Aba North,primary,Dispensary,Functional
Ohazu 2 Health Post,5.092421667,7.360998333,Abia,Aba South,primary,Dispensary,Functional
Akpukpa Health Post,5.832743333,7.439961667,Abia,Isuikwuato,primary,Dispensary,Functional
Nanoru Local Government Clinic,8.91086,3.35564,Kwara,Baruten,primary,Primary Health Center,Functional
Igbuala Health Post,6.21075,6.950698333,Anambra,Dunukofia,primary,Dispensary,Functional
Ogbunka Primary Health Care Center,6.008003333,7.279975,Anambra,Orumba South,primary,Primary Health Center,Functional
Amaokpu Osusu Primary Health Center,5.357561667,7.388001667,Abia,Isiala-Ngwa North,primary,Primary Health Center,Functional
Mbambodo Obohia Health Post,4.901173333,7.3827,Abia,Ukwa East,primary,Dispensary,Functional
Orenja Health Post,6.503283333,6.974345,Anambra,Ayamelum,primary,Dispensary,Functional
Ndiegoro Health Post,5.089268333,7.368225,Abia,Aba South,primary,Dispensary,Functional
Igwebuike Health Post,5.093538333,7.375828333,Abia,Aba South,primary,Dispensary,Functional
Subayo Local Government Clinic,9.04383,3.33612,Kwara,Baruten,primary,Primary Health Center,Functional
Iwopin Health Post,6.550601667,4.268623333,Ogun,Ogun Waterside,primary,Dispensary,Functional
Baasi Arewu Maternity Center,7.289611667,3.0628,Ogun,Abeokuta North,primary,Maternity Home,Functional
Agbado Community Health Post,6.6861074,3.3081198,Ogun,Ifo,primary,Dispensary,Functional
Alhaja Bintu Amope Akinlade Maternity Center,6.79918,2.964915,Ogun,Yewa South,primary,Maternity Home,Functional
Idode Health Center,6.878861667,4.0625,Ogun,Ijebu North East,primary,Primary Health Center,Functional
Asu Health Center,7.0213572,3.4991922,Ogun,Obafemi Owode,primary,Primary Health Center,Functional
Laloko Health Center,6.973948333,3.456193333,Ogun,Obafemi Owode,primary,Primary Health Center,Functional
Owo Ikija Health Clinic,6.8146703,4.0298263,Ogun,Ijebu East,primary,Primary Health Center,Functional
Irolu Remo Primary Health Center,6.907243333,3.745756667,Ogun,Ikenne,primary,Primary Health Center,Functional
Ishaga Orile Community Health Center,7.098318333,3.163025,Ogun,Abeokuta North,primary,Primary Health Center,Functional
J4 Inside Health Center,6.829196667,4.371241667,Ogun,Ijebu East,primary,Primary Health Center,Functional
Ijemo Sotan Health Post,7.163833333,3.675258333,Ogun,Obafemi Owode,primary,Dispensary,Functional
Kemta Agelende Health Clinic,7.158983333,3.339856667,Ogun,Abeokuta North,primary,Primary Health Center,Functional
